x,y
26.126,37.316
24.95,17.121
34.974,44.558
33.362,18.742
43.572,41.055
43.698,20.079
45.381,30.321
37.733,45.358
34.594,15.672
46.586,35.562
45.72,15.998
19.398,24.198
46.281,29.863
38.98,29.405
24.963,47.004
34.879,24.774
18.98,23.506
31.375,19.343
28.126,34.553
22.477,49.6
24.419,15.518
17.53,29.074
33.068,43.315
49.8,49.011
19.113,27.205
20.912,24.0
21.349,18.65
24.998,41.451
20.562,39.49
18.77,41.485
41.585,19.069
31.966,19.889
41.542,26.92
21.35,40.358
19.035,25.321
22.438,37.021
38.423,29.161
30.604,42.676
35.822,37.935
49.555,49.62
47.408,38.255
20.004,26.451
47.957,30.01
26.848,23.848
15.552,25.34
16.519,37.845
46.772,20.757
41.85,19.349
48.871,17.417
15.791,15.998
31.045,48.118
21.021,18.834
24.442,20.101
46.362,41.775
22.639,38.981
28.891,17.71
21.593,48.05
49.405,42.037
22.776,35.845
30.045,46.346
23.572,40.478
28.125,44.072
22.237,43.153
21.273,49.685
32.222,44.669
24.535,30.685
41.082,44.632
25.633,15.042
27.926,40.36
47.269,17.076
44.444,42.362
35.744,42.179
17.193,34.649
19.163,27.312
23.334,45.642
48.089,33.089
35.288,23.375
17.993,48.188
29.23,35.822
43.688,22.728
35.421,27.417
32.549,18.742
37.128,26.645
30.866,26.269
49.617,39.268
46.476,17.759
44.686,28.743
42.943,22.593
36.704,35.427
41.984,24.315
19.905,39.75
28.079,24.245
38.236,24.535
30.657,38.649
20.54,46.929
46.697,32.152
19.407,44.615
43.524,33.61
15.707,43.267
49.247,36.195
49.575,48.258
23.759,20.131
32.209,30.423
30.139,39.465
38.813,36.824
45.446,21.131
22.619,39.232
29.677,18.512
32.81,26.523
28.224,22.942
28.227,37.999
49.869,27.369
38.45,43.991
43.906,39.551
18.772,27.544
35.008,19.653
43.464,49.844
39.474,28.983
37.52,41.893
38.033,40.984
23.803,24.241
49.342,49.056
40.22,23.757
42.464,18.37
34.001,30.011
30.978,29.925
27.121,16.784
20.671,22.857
42.824,35.768
42.886,16.796
29.754,26.621
39.589,25.531
47.516,23.988
35.625,23.831
33.416,22.165
37.478,41.424
33.584,20.312
22.412,29.585
39.747,32.087
19.846,43.17
33.196,26.137
36.667,36.447
16.71,20.378
48.982,40.468
35.224,43.07
22.271,43.909
43.924,21.06
33.833,43.44
32.424,18.341
23.935,37.265
32.85,32.295
23.201,18.971
29.823,18.984
29.96,41.394
38.827,25.795
38.758,21.383
27.61,34.382
33.07,47.482
20.237,23.107
36.761,17.105
36.902,16.249
45.78,36.009
16.653,31.407
36.339,23.963
36.483,41.752
25.624,38.225
21.961,47.426
24.586,28.973
24.417,24.888
24.342,21.121
19.387,38.846
25.072,35.263
45.439,29.811
35.721,25.657
49.631,25.652
24.89,21.297
28.57,20.909
31.118,41.958
34.318,38.532
18.067,28.586
36.767,21.087
19.503,16.493
30.575,30.161
21.021,26.788
43.763,29.878
32.631,45.543
42.741,22.723
17.761,44.268
30.267,34.457
25.946,33.338
47.172,25.567
49.206,45.699
44.867,42.234
41.696,32.836
19.813,41.668
23.101,38.483
36.93,30.693
30.311,49.302
19.182,29.424
20.277,31.204
27.757,22.136
37.091,17.716
21.115,36.657
16.065,39.814
20.735,35.441
36.122,21.245
46.15,15.492
21.978,31.392
36.043,20.175
35.122,26.931
34.104,34.573
23.006,44.182
40.032,17.439
40.103,33.282
47.649,47.417
30.281,28.48
43.282,24.248
39.057,45.649
34.415,38.458
30.523,45.259
36.906,22.807
18.601,20.705
38.113,30.507
43.14,39.266
29.701,36.517
32.816,44.814
29.916,41.718
47.601,36.534
28.197,38.441
24.133,46.038
31.529,20.314
37.599,46.696
46.67,24.34
37.451,34.05
30.629,32.373
19.858,20.476
16.176,23.142
41.723,17.141
23.139,40.047
19.618,22.186
23.345,38.304
44.27,44.091
35.509,30.546
16.927,31.451
15.574,35.253
21.209,49.104
37.798,29.842
23.979,49.48
16.72,24.998
31.579,25.774
43.909,25.005
35.113,18.788
27.033,48.324
27.972,15.229
36.848,38.79
29.004,19.813
39.08,23.472
43.349,42.147
37.364,43.797
43.277,43.937
32.952,22.131
21.578,32.811
44.368,38.829
15.684,25.512
16.781,23.088
41.178,23.35
41.953,40.429
27.483,35.198
49.38,22.718
19.856,15.425
41.629,38.26
29.403,29.473
45.753,33.24
23.519,16.411
34.259,29.35
34.105,27.399
25.301,41.548
44.117,46.083
46.277,24.819
42.679,22.826
49.608,37.417
35.897,31.948
42.806,33.306
35.324,40.026
25.133,19.489
39.387,45.324
41.029,28.018
33.451,44.538
36.612,26.699
20.115,45.475
41.044,28.139
27.029,44.56
49.734,40.871
49.592,20.77
36.444,33.202
36.911,36.339
15.866,25.826
29.254,43.949
15.782,15.856
31.701,20.26
30.973,46.226
39.186,29.476
31.03,42.254
17.48,17.627
24.672,31.029
38.078,26.087
19.178,30.564
37.416,30.295
30.025,21.233
43.16,24.794
39.27,16.969
16.794,27.673
17.979,25.922
43.715,36.076
36.54,35.989
